song_id,term,weight,source
song_0011,break,2.1178,generated_bow
song_0011,drive,1.6238,generated_bow
song_0011,guitar,1.2109,generated_bow
song_0011,thunder,1.8818,generated_bow
song_0011,rebel,1.569,generated_bow
song_0011,ashes,1.7065,generated_bow
song_0011,corazon,1.568,generated_bow
song_0011,luna,1.1587,generated_bow
song_0011,rain,1.262,generated_bow
song_0011,midnight,0.5498,generated_bow
song_0011,velvet,0.7039,generated_bow
song_0011,radio,0.7959,generated_bow
song_0011,truth,1.004,generated_bow
song_0011,static,1.4006,generated_bow
song_0012,heart,1.703,generated_bow
song_0012,dance,1.3711,generated_bow
song_0012,night,1.7052,generated_bow
song_0012,light,1.1554,generated_bow
song_0012,dream,1.4406,generated_bow
song_0012,city,1.2487,generated_bow
song_0012,mirror,2.0895,generated_bow
song_0012,summer,1.1958,generated_bow
song_0012,radio,1.1747,generated_bow
song_0012,shine,1.4847,generated_bow
song_0012,field,0.7561,generated_bow
song_0012,street,1.1441,generated_bow
song_0012,fire,1.0821,generated_bow
song_0012,home,1.3256,generated_bow
song_0012,wind,1.2233,generated_bow
song_0012,drive,1.2876,generated_bow
song_0012,rise,1.967,generated_bow
song_0012,pulse,1.4285,generated_bow
song_0013,velvet,1.9212,generated_bow
song_0013,touch,1.7061,generated_bow
song_0013,slow,2.1509,generated_bow
song_0013,room,1.9782,generated_bow
song_0013,soul,1.7753,generated_bow
song_0013,rain,2.0442,generated_bow
song_0013,midnight,1.1677,generated_bow
song_0013,warmth,1.9051,generated_bow
song_0013,blue,2.0278,generated_bow
song_0013,silence,1.9323,generated_bow
song_0013,night,1.5517,generated_bow
song_0013,ritmo,1.2072,generated_bow
song_0013,corazon,0.5936,generated_bow
song_0013,echo,0.546,generated_bow
song_0013,field,1.2008,generated_bow
song_0013,pulse,1.5555,generated_bow
song_0013,truth,1.4143,generated_bow
song_0013,roots,1.4965,generated_bow
song_0014,flow,1.9605,generated_bow
song_0014,street,1.4274,generated_bow
song_0014,rise,1.7319,generated_bow
song_0014,beat,1.4421,generated_bow
song_0014,truth,1.9523,generated_bow
song_0014,power,1.3757,generated_bow
song_0014,cipher,1.9638,generated_bow
song_0014,block,2.2233,generated_bow
song_0014,legacy,1.6933,generated_bow
song_0014,hustle,1.5708,generated_bow
song_0014,playa,1.0269,generated_bow
song_0014,dream,1.2521,generated_bow
song_0014,warmth,1.3437,generated_bow
song_0014,neon,1.6787,generated_bow
song_0014,motion,1.207,generated_bow
song_0014,city,0.5852,generated_bow
song_0014,neon,1.1622,generated_bow
song_0014,mirror,1.2793,generated_bow
song_0015,river,1.9298,generated_bow
song_0015,home,1.4641,generated_bow
song_0015,field,1.6625,generated_bow
song_0015,memory,1.9939,generated_bow
song_0015,wind,2.2426,generated_bow
song_0015,story,1.754,generated_bow
song_0015,harbor,1.4928,generated_bow
song_0015,train,1.2444,generated_bow
song_0015,roots,1.6702,generated_bow
song_0015,letter,1.4685,generated_bow
song_0015,thunder,0.5841,generated_bow
song_0015,room,1.0573,generated_bow
song_0015,mirror,1.5941,generated_bow
song_0015,soul,1.5934,generated_bow
song_0015,voice,0.9255,generated_bow
song_0015,mar,1.5082,generated_bow
song_0015,legacy,2.0236,generated_bow
song_0015,signal,1.0821,generated_bow
song_0016,fire,1.1773,generated_bow
song_0016,road,1.1539,generated_bow
song_0016,storm,1.6909,generated_bow
song_0016,voice,1.6458,generated_bow
song_0016,break,1.4821,generated_bow
song_0016,drive,1.3048,generated_bow
song_0016,guitar,1.5284,generated_bow
song_0016,thunder,1.4977,generated_bow
song_0016,rebel,2.0743,generated_bow
song_0016,ashes,1.1519,generated_bow
song_0016,luna,1.3258,generated_bow
song_0016,summer,1.423,generated_bow
song_0016,rain,0.632,generated_bow
song_0016,memory,1.519,generated_bow
song_0016,truth,1.7843,generated_bow
song_0016,signal,1.4917,generated_bow
song_0016,truth,1.3188,generated_bow
song_0016,static,1.4094,generated_bow
song_0017,river,2.2181,generated_bow
song_0017,home,1.6299,generated_bow
song_0017,field,1.4972,generated_bow
song_0017,memory,2.0005,generated_bow
song_0017,wind,2.0137,generated_bow
song_0017,story,1.6205,generated_bow
song_0017,harbor,1.1819,generated_bow
song_0017,train,1.9878,generated_bow
song_0017,roots,1.59,generated_bow
song_0017,letter,2.1133,generated_bow
song_0017,thunder,1.1096,generated_bow
song_0017,mirror,1.2238,generated_bow
song_0017,light,0.5886,generated_bow
song_0017,corazon,1.5268,generated_bow
song_0017,slow,0.952,generated_bow
song_0017,rebel,1.1764,generated_bow
song_0017,pulse,1.1524,generated_bow
song_0017,neon,1.9564,generated_bow
song_0018,river,1.8716,generated_bow
song_0018,home,1.4809,generated_bow
song_0018,field,1.7631,generated_bow
song_0018,memory,1.5838,generated_bow
song_0018,wind,1.3341,generated_bow
song_0018,story,1.3278,generated_bow
song_0018,harbor,1.3787,generated_bow
song_0018,train,2.1466,generated_bow
song_0018,roots,1.6968,generated_bow
song_0018,letter,1.392,generated_bow
song_0018,rebel,1.4969,generated_bow
song_0018,ashes,1.5961,generated_bow
song_0018,guitar,0.995,generated_bow
song_0018,warmth,0.6536,generated_bow
song_0018,luna,0.7116,generated_bow
song_0018,touch,0.5998,generated_bow
song_0018,drive,1.3762,generated_bow
song_0018,signal,1.1002,generated_bow
song_0019,velvet,1.698,generated_bow
song_0019,touch,1.7817,generated_bow
song_0019,slow,1.5462,generated_bow
song_0019,room,1.9054,generated_bow
song_0019,soul,1.7321,generated_bow
song_0019,rain,2.0193,generated_bow
song_0019,midnight,2.0835,generated_bow
song_0019,warmth,1.2519,generated_bow
song_0019,blue,2.1365,generated_bow
song_0019,silence,1.573,generated_bow
song_0019,cipher,1.2104,generated_bow
song_0019,bass,0.975,generated_bow
song_0019,memory,0.8432,generated_bow
song_0019,voice,1.3958,generated_bow
song_0019,truth,1.5648,generated_bow
song_0019,thunder,0.64,generated_bow
song_0019,mirror,1.4677,generated_bow
song_0019,neon,1.8401,generated_bow
song_0020,heart,2.2191,generated_bow
song_0020,dance,1.2698,generated_bow
song_0020,night,2.0579,generated_bow
song_0020,light,1.9211,generated_bow
song_0020,dream,2.0812,generated_bow
song_0020,city,2.1344,generated_bow
song_0020,mirror,1.7435,generated_bow
song_0020,summer,2.0045,generated_bow
song_0020,radio,1.1515,generated_bow
song_0020,shine,1.2882,generated_bow
song_0020,roots,1.1263,generated_bow
song_0020,power,0.5414,generated_bow
song_0020,sol,1.2865,generated_bow
song_0020,guitar,1.5587,generated_bow
song_0020,truth,1.1891,generated_bow
song_0020,ashes,1.0811,generated_bow
song_0020,pulse,1.4812,generated_bow
song_0020,mirror,2.4902,generated_bow
song_0021,flow,1.7289,generated_bow
song_0021,street,1.7517,generated_bow
song_0021,rise,1.1822,generated_bow
song_0021,beat,1.603,generated_bow
song_0021,truth,1.8646,generated_bow
song_0021,power,1.2108,generated_bow
song_0021,cipher,1.3635,generated_bow
song_0021,block,2.1233,generated_bow
song_0021,legacy,2.3619,generated_bow
song_0021,hustle,1.2392,generated_bow
song_0021,heart,0.7506,generated_bow
song_0021,motion,0.9668,generated_bow
song_0021,ashes,0.9072,generated_bow
song_0021,letter,1.0422,generated_bow
song_0021,thunder,1.2654,generated_bow
song_0021,river,1.2902,generated_bow
song_0021,signal,1.3986,generated_bow
song_0021,legacy,2.086,generated_bow
song_0022,river,1.2699,generated_bow
song_0022,home,1.836,generated_bow
song_0022,field,1.8211,generated_bow
song_0022,memory,2.1361,generated_bow
song_0022,wind,1.6836,generated_bow
song_0022,story,2.1514,generated_bow
song_0022,harbor,1.2121,generated_bow
song_0022,train,1.8043,generated_bow
song_0022,roots,2.1641,generated_bow
song_0022,letter,1.2098,generated_bow
song_0022,silence,0.526,generated_bow
song_0022,ritmo,1.1557,generated_bow
song_0022,storm,0.9569,generated_bow
song_0022,break,1.2808,generated_bow
song_0022,hustle,0.7025,generated_bow
song_0022,luna,0.9946,generated_bow
song_0022,mirror,1.7832,generated_bow
song_0022,pulse,1.3456,generated_bow
song_0023,fire,1.6367,generated_bow
song_0023,road,1.2699,generated_bow
song_0023,storm,1.2361,generated_bow
song_0023,voice,1.2388,generated_bow
song_0023,break,1.6122,generated_bow
song_0023,drive,2.1237,generated_bow
song_0023,guitar,1.7672,generated_bow
song_0023,thunder,1.9847,generated_bow
song_0023,rebel,1.5681,generated_bow
song_0023,ashes,1.9956,generated_bow
song_0023,night,0.8396,generated_bow
song_0023,hustle,1.3843,generated_bow
song_0023,slow,0.5965,generated_bow
song_0023,midnight,1.2758,generated_bow
song_0023,wind,0.7153,generated_bow
song_0023,corazon,1.0957,generated_bow
song_0023,mirror,1.491,generated_bow
song_0023,pulse,1.3556,generated_bow
song_0024,fire,1.3644,generated_bow
song_0024,road,1.2191,generated_bow
song_0024,storm,1.8162,generated_bow
song_0024,voice,1.5493,generated_bow
song_0024,break,1.5185,generated_bow
song_0024,drive,2.1991,generated_bow
song_0024,guitar,1.1979,generated_bow
song_0024,thunder,1.9711,generated_bow
song_0024,rebel,1.9085,generated_bow
song_0024,ashes,2.1667,generated_bow
song_0024,night,0.8271,generated_bow
song_0024,wind,1.2937,generated_bow
song_0024,vida,1.1551,generated_bow
song_0024,letter,1.3862,generated_bow
song_0024,dream,1.5411,generated_bow
song_0024,playa,0.5719,generated_bow
song_0024,chrome,1.9086,generated_bow
song_0024,static,1.118,generated_bow
song_0025,river,2.0001,generated_bow
song_0025,home,1.818,generated_bow
song_0025,field,1.5106,generated_bow
song_0025,memory,1.5015,generated_bow
song_0025,wind,1.548,generated_bow
song_0025,story,2.0105,generated_bow
song_0025,harbor,1.2369,generated_bow
song_0025,train,1.367,generated_bow
song_0025,roots,1.9782,generated_bow
song_0025,letter,1.422,generated_bow
song_0025,vida,0.5712,generated_bow
song_0025,signal,0.5373,generated_bow
song_0025,road,1.1079,generated_bow
song_0025,heart,0.8583,generated_bow
song_0025,playa,1.5783,generated_bow
song_0025,warmth,1.4718,generated_bow
song_0025,mirror,2.0866,generated_bow
song_0025,rise,1.2914,generated_bow
song_0026,velvet,1.7424,generated_bow
song_0026,touch,2.0013,generated_bow
song_0026,slow,1.9855,generated_bow
song_0026,room,2.0077,generated_bow
song_0026,soul,1.4733,generated_bow
song_0026,rain,1.4573,generated_bow
song_0026,midnight,1.4444,generated_bow
song_0026,warmth,1.4295,generated_bow
song_0026,blue,1.4364,generated_bow
song_0026,silence,1.6333,generated_bow
song_0026,break,0.7043,generated_bow
song_0026,radio,0.7591,generated_bow
song_0026,cipher,0.8095,generated_bow
song_0026,hustle,1.4983,generated_bow
song_0026,letter,0.7071,generated_bow
song_0026,wave,0.5713,generated_bow
song_0026,static,1.2768,generated_bow
song_0026,roots,1.2705,generated_bow
song_0027,heart,1.4062,generated_bow
song_0027,dance,1.2054,generated_bow
song_0027,night,1.8105,generated_bow
song_0027,light,2.0607,generated_bow
song_0027,dream,1.3636,generated_bow
song_0027,city,1.2326,generated_bow
song_0027,mirror,2.2139,generated_bow
song_0027,summer,1.3455,generated_bow
song_0027,radio,1.8133,generated_bow
song_0027,shine,2.0025,generated_bow
song_0027,luna,1.2312,generated_bow
song_0027,ritmo,0.507,generated_bow
song_0027,truth,1.2012,generated_bow
song_0027,corazon,1.2807,generated_bow
song_0027,roots,0.8847,generated_bow
song_0027,memory,0.5412,generated_bow
song_0027,neon,1.374,generated_bow
song_0027,pulse,1.0486,generated_bow
song_0028,sol,2.0248,generated_bow
song_0028,playa,1.7528,generated_bow
song_0028,ritmo,1.2196,generated_bow
song_0028,corazon,1.2615,generated_bow
song_0028,fiesta,1.5848,generated_bow
song_0028,calle,1.7552,generated_bow
song_0028,luna,1.8531,generated_bow
song_0028,beso,1.2503,generated_bow
song_0028,mar,1.3301,generated_bow
song_0028,vida,1.9149,generated_bow
song_0028,wave,0.9508,generated_bow
song_0028,beat,0.8116,generated_bow
song_0028,road,0.8384,generated_bow
song_0028,letter,1.5485,generated_bow
song_0028,ashes,0.8436,generated_bow
song_0028,dream,1.1232,generated_bow
song_0028,pulse,1.3929,generated_bow
song_0028,neon,1.4581,generated_bow
song_0029,velvet,1.7856,generated_bow
song_0029,touch,1.5512,generated_bow
song_0029,slow,2.0004,generated_bow
song_0029,room,1.293,generated_bow
song_0029,soul,1.2069,generated_bow
song_0029,rain,1.3067,generated_bow
song_0029,midnight,2.0371,generated_bow
song_0029,warmth,1.5864,generated_bow
song_0029,blue,1.7802,generated_bow
song_0029,silence,2.17,generated_bow
song_0029,heart,1.311,generated_bow
song_0029,block,0.6889,generated_bow
song_0029,beso,0.8827,generated_bow
song_0029,fire,0.678,generated_bow
song_0029,mar,0.689,generated_bow
song_0029,summer,0.5738,generated_bow
song_0029,chrome,1.4221,generated_bow
song_0029,static,1.8289,generated_bow
song_0030,sol,2.0144,generated_bow
song_0030,playa,1.3943,generated_bow
song_0030,ritmo,1.5949,generated_bow
song_0030,corazon,2.081,generated_bow
song_0030,fiesta,2.0621,generated_bow
song_0030,calle,1.3513,generated_bow
song_0030,luna,1.39,generated_bow
song_0030,beso,1.5897,generated_bow
song_0030,mar,1.7197,generated_bow
song_0030,vida,1.5719,generated_bow
song_0030,flow,0.6354,generated_bow
song_0030,light,0.7718,generated_bow
song_0030,roots,1.2974,generated_bow
song_0030,pulse,1.487,generated_bow
song_0030,truth,0.5452,generated_bow
song_0030,city,1.6186,generated_bow
song_0030,signal,1.8332,generated_bow
song_0030,drive,1.0419,generated_bow
song_0031,pulse,1.7039,generated_bow
song_0031,signal,1.8466,generated_bow
song_0031,neon,1.1539,generated_bow
song_0031,wave,2.2348,generated_bow
song_0031,motion,1.6618,generated_bow
song_0031,echo,1.6415,generated_bow
song_0031,circuit,1.8304,generated_bow
song_0031,bass,2.0509,generated_bow
song_0031,chrome,2.0702,generated_bow
song_0031,static,2.0416,generated_bow
song_0031,ashes,0.9404,generated_bow
song_0031,train,0.5738,generated_bow
song_0031,drive,1.3944,generated_bow
song_0031,block,0.9019,generated_bow
song_0031,truth,1.3825,generated_bow
song_0031,slow,1.0548,generated_bow
song_0031,drive,1.7228,generated_bow
song_0031,signal,1.6947,generated_bow
song_0032,sol,1.2948,generated_bow
song_0032,playa,2.1243,generated_bow
song_0032,ritmo,1.4667,generated_bow
song_0032,corazon,2.0421,generated_bow
song_0032,fiesta,2.0245,generated_bow
song_0032,calle,1.9047,generated_bow
song_0032,luna,1.9432,generated_bow
song_0032,beso,1.3932,generated_bow
song_0032,mar,2.0663,generated_bow
song_0032,vida,1.8215,generated_bow
song_0032,signal,0.7774,generated_bow
song_0032,velvet,0.8562,generated_bow
song_0032,radio,1.1749,generated_bow
song_0032,dance,1.4956,generated_bow
song_0032,soul,1.002,generated_bow
song_0032,dream,0.7796,generated_bow
song_0032,neon,2.0608,generated_bow
song_0032,rise,1.5281,generated_bow
song_0033,flow,1.3356,generated_bow
song_0033,street,2.0134,generated_bow
song_0033,rise,1.2766,generated_bow
song_0033,beat,1.7338,generated_bow
song_0033,truth,1.85,generated_bow
song_0033,power,1.5458,generated_bow
song_0033,cipher,2.1102,generated_bow
song_0033,block,1.7607,generated_bow
song_0033,legacy,2.288,generated_bow
song_0033,hustle,2.1208,generated_bow
song_0033,road,0.6151,generated_bow
song_0033,story,1.5923,generated_bow
song_0033,fire,1.1928,generated_bow
song_0033,velvet,0.9337,generated_bow
song_0033,thunder,1.3774,generated_bow
song_0033,room,0.7912,generated_bow
song_0033,drive,2.0895,generated_bow
song_0033,signal,1.6351,generated_bow
song_0034,fire,1.152,generated_bow
song_0034,road,1.1872,generated_bow
song_0034,storm,1.3143,generated_bow
song_0034,voice,1.8277,generated_bow
song_0034,break,1.6255,generated_bow
song_0034,drive,1.7139,generated_bow
song_0034,guitar,2.1351,generated_bow
song_0034,thunder,1.2952,generated_bow
song_0034,rebel,1.4,generated_bow
song_0034,ashes,1.8684,generated_bow
song_0034,legacy,0.5245,generated_bow
song_0034,ritmo,0.5029,generated_bow
song_0034,wave,0.8905,generated_bow
song_0034,cipher,0.617,generated_bow
song_0034,hustle,0.8929,generated_bow
song_0034,velvet,0.7467,generated_bow
song_0034,roots,1.642,generated_bow
song_0034,truth,1.648,generated_bow
song_0035,fire,2.0104,generated_bow
song_0035,road,1.5921,generated_bow
song_0035,storm,1.4407,generated_bow
song_0035,voice,1.1626,generated_bow
song_0035,break,1.8594,generated_bow
song_0035,drive,1.7686,generated_bow
song_0035,guitar,1.5354,generated_bow
song_0035,thunder,1.8602,generated_bow
song_0035,rebel,1.6381,generated_bow
song_0035,ashes,2.1809,generated_bow
song_0035,rain,1.3069,generated_bow
song_0035,shine,0.7733,generated_bow
song_0035,roots,1.4939,generated_bow
song_0035,mirror,0.5484,generated_bow
song_0035,dream,1.0847,generated_bow
song_0035,velvet,0.9466,generated_bow
song_0035,train,1.2614,generated_bow
song_0035,street,1.0642,generated_bow
song_0036,river,1.2033,generated_bow
song_0036,home,2.1283,generated_bow
song_0036,field,2.0113,generated_bow
song_0036,memory,1.9369,generated_bow
song_0036,wind,1.157,generated_bow
song_0036,story,2.0789,generated_bow
song_0036,harbor,1.9697,generated_bow
song_0036,train,1.6618,generated_bow
song_0036,roots,1.9659,generated_bow
song_0036,letter,1.6477,generated_bow
song_0036,ritmo,0.7485,generated_bow
song_0036,static,0.6158,generated_bow
song_0036,road,0.7555,generated_bow
song_0036,neon,1.0427,generated_bow
song_0036,ashes,0.8691,generated_bow
song_0036,dream,1.3246,generated_bow
song_0036,mirror,1.7646,generated_bow
song_0036,rise,1.9299,generated_bow
song_0037,flow,1.3731,generated_bow
song_0037,street,1.3251,generated_bow
song_0037,rise,2.6565,generated_bow
song_0037,beat,1.3611,generated_bow
song_0037,truth,1.5776,generated_bow
song_0037,power,1.8114,generated_bow
song_0037,cipher,1.5674,generated_bow
song_0037,block,2.0871,generated_bow
song_0037,legacy,2.1638,generated_bow
song_0037,hustle,2.2298,generated_bow
song_0037,city,1.4257,generated_bow
song_0037,luna,1.09,generated_bow
song_0037,neon,1.5194,generated_bow
song_0037,heart,1.0837,generated_bow
song_0037,fire,0.507,generated_bow
song_0037,guitar,0.5292,generated_bow
song_0037,pulse,2.0513,generated_bow
song_0037,mirror,1.2572,generated_bow
song_0038,pulse,2.4208,generated_bow
song_0038,signal,1.184,generated_bow
song_0038,neon,1.8022,generated_bow
song_0038,wave,1.8579,generated_bow
song_0038,motion,1.1969,generated_bow
song_0038,echo,1.2246,generated_bow
song_0038,circuit,1.2014,generated_bow
song_0038,bass,2.0921,generated_bow
song_0038,chrome,1.9879,generated_bow
song_0038,static,1.3692,generated_bow
song_0038,night,1.55,generated_bow
song_0038,dance,1.0873,generated_bow
song_0038,summer,1.2306,generated_bow
song_0038,mirror,1.9677,generated_bow
song_0038,letter,1.3313,generated_bow
song_0038,fire,1.2824,generated_bow
song_0038,mirror,1.4222,generated_bow
song_0038,neon,1.9212,generated_bow
song_0039,sol,1.5011,generated_bow
song_0039,playa,1.6161,generated_bow
song_0039,ritmo,1.173,generated_bow
song_0039,corazon,1.4324,generated_bow
song_0039,fiesta,1.4609,generated_bow
song_0039,calle,1.9373,generated_bow
song_0039,luna,1.5548,generated_bow
song_0039,beso,1.5029,generated_bow
song_0039,mar,2.2104,generated_bow
song_0039,vida,1.7041,generated_bow
song_0039,mirror,1.9365,generated_bow
song_0039,radio,1.1801,generated_bow
song_0039,silence,0.5341,generated_bow
song_0039,velvet,0.9542,generated_bow
song_0039,chrome,0.9801,generated_bow
song_0039,signal,1.3503,generated_bow
song_0039,pulse,1.3815,generated_bow
song_0039,rise,1.7751,generated_bow
song_0040,fire,1.6899,generated_bow
song_0040,road,1.6906,generated_bow
song_0040,storm,2.0264,generated_bow
song_0040,voice,1.353,generated_bow
song_0040,break,1.694,generated_bow
song_0040,drive,1.5319,generated_bow
song_0040,guitar,2.065,generated_bow
song_0040,thunder,1.4366,generated_bow
song_0040,rebel,2.1883,generated_bow
song_0040,ashes,1.4621,generated_bow
song_0040,wave,0.7362,generated_bow
song_0040,rise,1.7694,generated_bow
song_0040,legacy,1.0481,generated_bow
song_0040,blue,0.6209,generated_bow
song_0040,luna,1.2002,generated_bow
song_0040,light,0.589,generated_bow
song_0040,neon,1.8667,generated_bow
song_0040,pulse,1.7669,generated_bow
song_0041,river,1.6209,generated_bow
song_0041,home,1.7494,generated_bow
song_0041,field,1.3382,generated_bow
song_0041,memory,2.2307,generated_bow
song_0041,wind,1.8438,generated_bow
song_0041,story,2.1883,generated_bow
song_0041,harbor,1.2896,generated_bow
song_0041,train,1.8035,generated_bow
song_0041,roots,1.9082,generated_bow
song_0041,letter,1.8159,generated_bow
song_0041,block,0.5373,generated_bow
song_0041,luna,1.1397,generated_bow
song_0041,touch,1.0739,generated_bow
song_0041,dance,1.4548,generated_bow
song_0041,beat,0.9953,generated_bow
